FULL_NAME,SSAN,AGE,GRADE,DEROS,ASSIGNED_PAS,HOME_ZIP_CODE,SUPV_NAME,DUTY_TITLE,DUTY_START_DATE,DAFSC,CAFSC,PAFSC,OFFICE_SYMBOL,DOR,DATE_ARRIVED_STATION,DUTY_PHONE,TAFMSD,DOE,DOS,ETS,HOME_ADDRESS,HOME_CITY,HOME_STATE,DATE_OF_BIRTH,PROJ_EVAL_CLOSE_DATE,MARITAL_STATUS,RNLTD,GAINING_PAS,LAST_EVAL_CLOSE_DATE,SUPV_BEGIN_DATE,HOME_PHONE_NUMBER
Massimiliano Silson,221-37-6508,1,AMN,1/6/22,OP1CFNY2,90055,Sadella Bosch,Senior Developer,4/30/18,-1N131A,,,CSS,7/15/07,4/3/17,213-553-3765,3/20/97,1/29/18,10/25/20,7/14/20,116 Novick Lane,Los Angeles,California,7/15/90,,S,5/6/20,,,3/28/18,612-930-7051
Jacky Fosdike,194-45-4308,30,TSG,,OP1CFR72,91505,Martelle Harrema,Human Resources Manager,10/18/16,-1N471B,,,GS,8/19/18,11/7/17,626-655-0727,3/19/07,11/12/18,11/2/22,10/24/21,08680 Helena Point,Burbank,California,5/6/79,,M,11/23/19,,,8/28/10,321-169-9291
Avigdor Allchin,632-79-5241,36,SSG,,OP1CFR72,80044,Lorianne Behn,Software Consultant,5/7/18,-1N271A,,,SCOT,7/11/12,9/6/12,303-118-2956,10/21/11,7/20/18,10/11/23,1/26/24,76644 Mifflin Center,Aurora,Colorado,3/3/55,,M,,,,4/25/12,609-625-4350
Katie Rechert,341-41-7535,33,SSG,,OP1CFT2N,33164,Lizzie Claye,Staff Accountant I,9/4/16,-2T25,,,DOO,7/15/15,5/6/14,786-596-5044,9/4/00,11/15/18,3/11/24,3/8/22,5 Graedel Junction,Miami,Florida,10/3/82,,M,,,,12/26/13,754-986-4486
Flint Metheringham,822-60-7536,16,TSG,,OP1CFT2N,64082,Katalin Birkin,Compensation Analyst,2/25/17,-1N131A,,,SCXP,1/10/17,9/29/13,816-460-7980,5/24/97,1/15/18,9/16/25,8/25/25,34 Wayridge Way,Lees Summit,Missouri,7/3/83,,S,,,,7/14/09,786-726-2402
Tannie Balma,346-63-3336,33,SMS,,OP1CFS14,55579,Wanids Ivshin,Help Desk Technician,1/5/17,-1N051,,,DOM,8/4/14,5/6/12,952-171-4363,12/10/05,10/8/18,7/29/24,10/19/21,7 Glacier Hill Crossing,Maple Plain,Minnesota,12/24/94,,M,,,,7/9/11,901-497-5364
Neddy Shapiro,464-67-7975,10,AMN,,OP1CFT2N,32220,Sterling Abelov,Speech Pathologist,8/14/17,-1N471B,,,SCOK,11/15/15,4/19/17,904-959-1949,5/8/98,3/17/18,10/26/20,1/5/23,631 Clarendon Place,Jacksonville,Florida,3/25/57,,M,,,,10/3/13,310-958-9055
Adaline Fossett,721-11-1881,30,SMS,,OP1CFT2N,64504,Orin Damrel,Health Coach I,1/3/17,-3A151,,,DOOE,7/21/10,2/16/17,816-951-8598,9/22/14,10/4/18,8/21/21,3/17/19,6 Ronald Regan Terrace,Saint Joseph,Missouri,4/17/51,,S,,,,7/23/16,954-477-0081
Minna Talkington,435-46-7562,5,CMS,4/24/21,OP1CFT2N,15225,Donny Haliday,Business Systems Development Analyst,1/13/17,-3D133,,,TSD,3/29/13,10/1/13,412-458-7125,3/10/98,4/3/18,5/27/24,10/26/23,9831 Farmco Lane,Pittsburgh,Pennsylvania,8/2/60,,M,,,,9/3/15,234-549-2343
Noreen Mewha,258-73-7233,29,SRA,12/18/20,OP1CF333,84130,Ange Belz,Environmental Tech,8/19/16,-3D190,,,CSS,11/12/12,11/13/15,801-230-4811,3/17/16,12/19/17,10/3/25,6/13/24,69 Knutson Junction,Salt Lake City,Utah,3/2/88,,M,,,,6/6/16,304-350-5011
Loraine Klimczak,195-33-6822,24,CMS,9/5/20,OP1CFS14,60630,Lorna Liptrot,Legal Assistant,9/3/17,-1N051,,,CSS,10/30/16,12/27/16,312-981-4736,12/25/15,6/19/18,5/27/23,10/28/24,5237 Corben Terrace,Chicago,Illinois,5/24/97,,S,,,,12/28/14,303-762-3636
Waylin Itter,746-30-7817,13,MSG,2/14/21,OP1CFT2N,27499,Jaye Wiskar,Geologist III,11/7/16,-3A151,,,SCOI,5/14/10,9/21/17,336-914-6677,7/27/03,12/29/17,7/17/21,6/8/23,67 Colorado Court,Greensboro,North Carolina,3/1/53,,S,5/15/20,,,8/17/06,312-178-1594
Devin Ricarde,114-82-3396,12,SSG,5/26/22,OP1CFR72,70815,Priscilla Balm,Analog Circuit Design manager,11/5/17,-1N131A,,,CCC,5/2/15,3/18/13,225-437-4747,4/13/14,6/6/18,10/7/22,3/15/21,680 Bluestem Center,Baton Rouge,Louisiana,5/2/93,,S,12/23/19,,,11/2/06,919-881-1075
Claudian Alexandrou,214-50-7376,39,TSG,,OP1CF333,73135,Harley Durran,Assistant Professor,5/23/18,-3D133,,,DOO,11/13/15,9/9/14,405-918-6877,11/23/05,11/15/18,3/3/20,11/12/23,079 Eastlawn Junction,Oklahoma City,Oklahoma,3/18/61,,S,,,,5/17/08,202-425-7763
Nedi Eadington,109-61-0817,27,CMS,9/18/21,OP1CFT2N,79984,Phillie Gowdridge,Systems Administrator II,10/13/18,-3D072,,,DOM,9/22/18,9/15/14,915-166-2234,11/23/14,10/15/18,9/6/21,4/14/23,0 Bartillon Junction,El Paso,Texas,11/4/82,,S,4/21/21,,,8/28/18,732-761-5765
Farleigh Duckfield,684-07-4035,24,TSG,,OP1CFT2N,44315,Annissa Hardinge,Associate Professor,8/30/18,-3A151,,,SLK,9/25/17,10/23/15,330-515-5227,9/17/13,2/15/18,1/19/25,3/4/21,4154 Scoville Lane,Akron,Ohio,7/6/81,,S,,,,10/23/08,260-311-5706
Giffy Benech,276-24-6934,5,SRA,,OP1CFR72,45490,Bennett Farragher,Account Representative I,2/3/16,-3S071,,,SCOI,6/19/07,4/2/18,937-557-2135,7/3/00,12/2/17,7/27/25,2/9/19,9 Valley Edge Drive,Dayton,Ohio,8/23/61,,M,,,,4/26/11,302-805-3293
Kara-lynn O'Halligan,344-88-0229,15,AMN,4/12/22,OP1CFT2N,78715,Dannie Suero,Clinical Specialist,5/9/16,-3D072,,,IN,8/27/18,8/14/13,512-172-5929,5/24/10,4/21/18,3/10/25,6/27/25,286 Gulseth Park,Austin,Texas,8/15/90,,M,,,,7/7/17,501-346-0263
Louis Capoun,619-40-6272,25,TSG,,OP1CFNY2,78470,Gerti Kampshell,Professor,10/26/18,-3D133,,,DOOE,3/9/13,5/13/18,361-348-0699,10/26/12,4/5/18,4/22/24,8/16/22,1966 Ryan Pass,Corpus Christi,Texas,7/26/92,,S,,,,4/8/18,915-431-1340
Guenna Andrejevic,233-35-1237,11,SRA,,OP1CFR72,23436,Roi Poll,Product Engineer,1/17/17,-3D152,,,IRDP,1/29/10,8/27/18,757-838-1656,7/31/00,3/14/18,11/8/25,1/1/19,59724 Kinsman Drive,Suffolk,Virginia,8/16/58,,M,,,,4/7/08,904-636-0375
Timothea Neeves,839-15-8114,40,MSG,,OP1CFNY2,35905,Myrlene Motion,Assistant Manager,1/12/18,-3D152,,,DOML,12/2/15,8/29/13,256-588-2929,1/19/12,5/18/18,2/14/20,3/25/21,533 Myrtle Crossing,Gadsden,Alabama,8/9/87,,M,,,,1/12/15,205-503-6685
Melany Wimsett,172-17-0772,14,TSG,,OP1CFS14,75231,Bev Amos,Environmental Specialist,8/31/16,-1N051,,,DOML,7/2/10,8/25/15,469-561-0092,10/23/01,9/8/18,1/11/22,6/5/22,4603 Spenser Junction,Dallas,Texas,6/8/57,,S,,,,9/16/16,817-809-0194
Ayn Mogford,285-16-4915,37,A1C,8/6/20,OP1CFS14,84130,Josh Burgott,Compensation Analyst,4/19/18,-3A151,,,SCXL,12/31/14,9/16/14,801-913-4606,4/12/98,8/14/18,11/24/22,5/6/24,5 Dunning Place,Salt Lake City,Utah,2/8/71,,M,2/15/19,,,6/22/11,512-625-7486
Holly-anne Goucher,433-36-5984,5,SMS,,OP1CFS14,87115,Audrie Clegg,Pharmacist,5/23/17,-3D131,,,SCXL,6/27/08,9/28/17,505-189-7882,1/30/10,10/26/18,8/27/24,9/1/23,4 Golf View Terrace,Albuquerque,New Mexico,2/7/57,,S,8/27/20,,,5/10/13,303-102-5367
Wandie Readitt,568-32-6722,11,SSG,5/16/22,OP1CFT2N,37240,Jarred Clarkin,Community Outreach Specialist,5/10/18,-1N131A,,,SCOI,4/13/15,9/23/18,615-583-6891,10/23/02,10/3/18,8/8/21,7/15/20,88234 Caliangt Crossing,Nashville,Tennessee,10/26/60,,M,,,,6/8/12,251-366-7725
Lucian McJarrow,890-20-6789,37,MSG,9/4/20,OP1CFS14,66622,Raymund Palatini,Programmer III,1/11/18,-3D190,,,SCXL,4/20/15,12/12/14,785-137-6102,5/3/08,3/11/18,1/31/23,3/14/23,965 Loftsgordon Terrace,Topeka,Kansas,9/20/62,,M,,,,10/20/09,817-547-7162
Halimeda Nesbit,452-81-4585,3,CMS,2/16/20,OP1CFS14,48505,Cale Hallibone,Human Resources Assistant IV,2/17/18,-3D152,,,SCOT,5/20/07,8/10/16,810-453-3163,1/23/15,1/12/18,5/12/23,1/26/20,582 Trailsway Alley,Flint,Michigan,12/8/65,,S,7/17/19,,,10/30/12,502-326-4757
Lowell Bazell,315-68-8102,8,TSG,,OP1CFT2N,24048,Jehanna Kohlerman,Nurse Practicioner,8/1/16,-1N051,,,DOA-F,8/18/15,4/21/17,540-346-2053,7/31/13,5/22/18,4/4/22,2/22/21,53599 Declaration Hill,Roanoke,Virginia,4/14/55,,S,,,,4/6/16,251-171-0048
Darcey Poe,760-27-8060,25,SSG,7/15/22,OP1CFT2N,87140,Althea Brydson,Paralegal,8/19/17,-1N271A,,,STU,11/23/16,7/5/14,505-276-9110,12/15/99,9/1/18,6/24/19,4/1/19,1395 Eagan Lane,Albuquerque,New Mexico,5/5/57,,S,,,,6/7/11,413-589-5122
Hersch Baford,685-23-9668,10,AMN,,OP1CFNY2,20062,Emmalynn Rallin,Project Manager,1/8/16,-3D133,,,CCE,10/27/14,7/24/14,202-634-7858,5/20/14,2/14/18,4/2/21,8/7/21,364 Lerdahl Circle,Washington,District of Columbia,2/17/94,,S,,,,6/1/06,309-922-5560
Dara Orrice,856-63-3658,2,MSG,,OP1CFS14,79118,Viviana Aymes,Senior Developer,8/31/17,-1N271A,,,IN,12/4/17,9/2/13,806-840-8861,7/8/14,2/5/18,9/24/21,11/20/19,800 Sage Plaza,Amarillo,Texas,11/15/72,,S,,,,7/27/14,203-703-6959
Gilli Bruggeman,467-74-3596,20,A1C,10/14/21,OP1CF333,19093,Kippar Siward,VP Marketing,9/12/17,-3D153,,,DOM,10/6/12,2/10/12,215-397-2803,11/13/07,8/14/18,3/1/20,1/7/25,2773 Corscot Plaza,Philadelphia,Pennsylvania,10/18/74,,S,,,,9/20/14,901-413-9656
Lemmy Joncic,465-12-6198,26,CMS,,OP1CF333,62711,Mort Cellier,Software Consultant,7/27/16,-3D072,,,STU,6/2/13,6/15/13,217-172-2648,11/19/06,6/27/18,8/4/23,7/12/19,8 Glacier Hill Circle,Springfield,Illinois,3/7/84,,M,,,,10/18/07,202-437-6211
Matthias Ellingworth,819-26-5616,14,CMS,11/24/20,OP1CF333,33028,Didi Vickerman,Automation Specialist II,5/18/17,-3D190,,,SCOO,7/9/13,11/13/12,305-962-4178,1/11/00,6/17/18,4/1/25,9/28/25,05 Di Loreto Road,Hollywood,Florida,3/8/84,,M,,,,1/15/10,716-282-0420
Raimondo Mudie,628-80-9979,21,MSG,10/7/20,OP1CFR72,95823,Eunice Bearcock,Nurse,2/5/16,-1N471B,,,SCXP,8/28/14,4/21/12,916-863-3541,8/16/12,11/2/18,7/10/20,1/27/22,1 Northwestern Lane,Sacramento,California,10/15/79,,S,,,,4/7/11,540-987-2489
Gerry Magister,463-94-7744,25,CMS,,OP1CFNY2,19196,Tiena Jeacop,Chemical Engineer,7/2/16,-3D133,,,TSD,6/28/15,10/21/16,215-210-3802,6/5/13,4/30/18,7/9/25,6/27/24,7645 Kenwood Lane,Philadelphia,Pennsylvania,1/11/63,,M,,,,8/7/12,303-909-5630
Aurelia Fishleigh,824-59-5107,17,TSG,,OP1CFR72,30245,Charlie Bratten,Human Resources Manager,8/3/17,-3A151,,,IMOC,12/5/07,6/21/12,678-817-1142,8/11/12,12/7/17,6/20/19,8/7/22,81024 Twin Pines Circle,Lawrenceville,Georgia,6/2/51,,M,,,,9/5/15,410-672-6425
Pen Bartol,563-16-9701,12,MSG,,OP1CF333,62205,Giffie Branca,Help Desk Operator,11/30/17,-1N131A,,,TSD,10/22/08,3/29/17,618-942-3462,12/18/04,6/20/18,12/17/20,6/6/22,951 Goodland Parkway,East Saint Louis,Illinois,12/13/65,,M,3/29/19,,,11/16/12,559-951-1934
Adah Krikorian,122-46-8702,19,SSG,,OP1CFNY2,91117,Boris Wyse,Registered Nurse,10/9/17,-1N051,,,CSS,7/20/18,2/5/13,626-957-3697,2/5/13,3/7/18,1/17/20,7/30/20,14 Barby Terrace,Pasadena,California,5/22/94,,S,,,,4/10/14,850-710-3203
Laughton Toderbrugge,563-41-2082,31,SRA,,OP1CFR72,30311,Bern Leneve,Analog Circuit Design manager,2/4/16,-3S071,,,SCOT,7/8/17,2/22/12,770-580-1851,5/22/02,1/11/18,1/26/21,1/29/20,80136 Green Point,Atlanta,Georgia,3/1/68,,S,,,,3/13/17,720-841-3803
Lebbie Bonnette,448-94-1260,3,SRA,,OP1CFT2N,76162,Adrienne Riveles,Financial Analyst,11/11/17,-3S071,,,IRDP,5/25/15,10/26/16,682-490-1487,5/29/12,2/27/18,3/2/23,2/4/19,4 Spohn Road,Fort Worth,Texas,7/9/59,,S,,,,10/7/17,915-141-3572
Leese Nudde,498-44-5663,11,MSG,7/12/19,OP1CFT2N,83732,Leonidas Spehr,Senior Cost Accountant,10/3/16,-3D190,,,GSII,5/23/10,12/12/16,208-609-2533,8/1/97,7/25/18,7/29/25,12/22/24,2 Susan Junction,Boise,Idaho,2/9/57,,S,,,,4/3/12,954-237-5928
Myles Cartmer,681-17-1156,2,AMN,8/1/19,OP1CFS14,92822,Nerissa Webley,Software Engineer IV,3/14/17,-1N471B,,,SCXP,8/18/10,9/10/17,818-841-4551,8/12/10,9/10/18,11/7/25,1/13/20,3057 Forest Run Avenue,Brea,California,7/15/66,,M,,,,1/16/07,813-667-0258
Orrin Stackbridge,491-56-4876,30,A1C,,OP1CFNY2,71115,Elwira Hocking,Help Desk Operator,8/23/17,-3D153,,,CCC,9/14/10,6/14/14,318-512-7871,12/27/13,9/28/18,9/21/21,7/5/19,772 Eastwood Hill,Shreveport,Louisiana,8/28/64,,M,1/14/20,,,4/11/10,401-124-1046
Cortie Whate,220-74-3115,9,SSG,,OP1CFNY2,70616,Constancia Abrahamovitz,Speech Pathologist,12/31/15,-3A151,,,SCOI,1/17/14,8/16/17,337-365-3200,12/16/05,3/26/18,11/11/25,7/29/25,76777 Mosinee Place,Lake Charles,Louisiana,3/1/54,,S,7/21/19,,,9/21/10,718-113-3915
Ugo Millgate,185-40-8069,13,SMS,,OP1CF333,59771,Kendall Pawelek,Technical Writer,5/6/17,-3A151,,,SGPF,1/29/13,6/16/16,406-680-9044,9/23/16,3/13/18,7/19/19,6/30/23,36102 School Place,Bozeman,Montana,6/28/85,,M,4/20/20,,,6/27/13,813-305-3579
Murvyn Mallinson,668-24-3202,39,MSG,,OP1CF333,32405,Bendix Ranklin,Information Systems Manager,4/30/18,-1N371H,,,DOOE,4/27/06,2/18/12,850-317-5448,6/16/13,5/9/18,12/6/20,4/10/21,11 Carpenter Lane,Panama City,Florida,10/29/93,,M,11/27/20,,,4/28/13,562-492-2294
Cissy Rodbourne,863-41-5464,15,TSG,,OP1CFT2N,23225,Aurelie Gotthard.sf,Biostatistician III,10/29/17,-1N271A,,,IN,12/3/06,8/21/17,757-266-8445,7/28/03,11/7/18,12/30/24,4/10/20,701 Main Hill,Richmond,Virginia,1/12/59,,M,,,,10/28/10,786-398-5066
Garland Baythrop,199-05-2308,5,SRA,12/22/19,OP1CFT2N,60646,Erminia Symmers,Product Engineer,8/27/16,-3A151,,,SCOI,8/31/18,8/6/12,773-938-7516,11/12/16,3/23/18,9/21/21,4/8/21,2439 Eagan Drive,Chicago,Illinois,12/7/59,,M,2/1/19,,,6/11/10,407-253-4173
Jeff MacPaike,139-54-3618,11,SSG,5/3/22,OP1CFR72,32128,Franz Baile,Programmer Analyst III,4/26/17,-3D131,,,SCXP,11/26/16,10/10/15,386-821-2382,1/19/15,4/6/18,6/23/25,8/14/24,6651 West Junction,Daytona Beach,Florida,6/13/98,,M,12/13/19,,,8/21/08,260-113-3108
Maurise Kerans,491-78-6354,7,A1C,,OP1CFR72,33310,Eolande Danilyuk,Software Engineer IV,9/17/18,-3D153,,,CSS,2/5/08,1/3/14,754-309-3155,10/12/15,5/15/18,8/26/21,2/4/25,0 Atwood Park,Fort Lauderdale,Florida,4/12/76,,M,10/7/19,,,6/14/10,713-161-8306
Keefer Pole,399-32-3789,29,SRA,,OP1CFNY2,75226,Lois Dollin,Analyst Programmer,2/5/17,-1N371H,,,SCOO,5/30/06,11/14/16,903-757-6317,11/8/14,6/6/18,10/27/22,11/3/22,3 Cottonwood Circle,Dallas,Texas,11/16/69,,M,,,,9/17/14,234-139-6663
Reidar Andrusov,635-40-0990,9,A1C,,OP1CFT2N,77505,Allan Khristoforov,Editor,7/28/16,-8H000,,,STU,2/18/11,5/30/14,281-228-1826,8/23/07,3/18/18,12/1/24,6/21/20,170 Ronald Regan Alley,Pasadena,Texas,2/24/80,,M,10/4/21,,,12/6/10,810-723-4505
Shaylynn Sturge,612-10-0290,28,MSG,10/13/19,OP1CFR72,28247,Allistir Wheelhouse,VP Accounting,7/12/16,-3D190,,,GS,12/22/11,10/15/17,704-917-7967,4/1/97,6/9/18,8/3/25,6/25/25,96 Schlimgen Drive,Charlotte,North Carolina,10/21/94,,S,,,,10/17/10,901-351-4025
Danette Anthill,423-45-9397,29,SMS,9/3/21,OP1CFR72,80243,Ephraim Preston,Desktop Support Technician,12/9/15,-1N051,,,DOM,5/9/07,9/21/13,303-820-5665,8/20/07,11/19/18,4/20/22,5/23/25,47411 Jenifer Place,Denver,Colorado,2/24/74,,S,12/11/19,,,9/29/13,202-518-8295
Petey Bogies,169-77-0086,6,SSG,7/20/19,OP1CFT2N,32412,Rosalinde Asch,Structural Analysis Engineer,2/2/16,-3D190,,,DOOE,12/2/07,1/16/16,850-313-9397,4/11/01,12/23/17,8/26/21,12/20/20,96 Red Cloud Court,Panama City,Florida,10/11/60,,S,,,,9/10/07,813-219-4164
Zaneta Jouannin,564-76-0341,25,AMN,,OP1CF333,77271,Oran Lantaff,Librarian,8/28/17,-2T25,,,DOO,3/4/11,11/8/14,713-645-9954,5/21/09,1/26/18,9/15/25,4/22/20,4 Prairie Rose Junction,Houston,Texas,3/10/55,,S,,,,3/26/07,412-858-6928
Sofie Barlthrop,871-40-9113,28,TSG,,OP1CFS14,76905,Tedd Boch,Compensation Analyst,4/13/18,-3D131,,,STU,11/7/07,4/24/17,325-495-0371,10/26/16,8/28/18,1/1/25,10/24/20,27740 Hoffman Drive,San Angelo,Texas,4/26/88,,S,5/2/21,,,11/30/13,940-812-8681
Doti Patrick,873-69-2075,33,MSG,,OP1CFNY2,30195,Seline Embleton,Product Engineer,8/9/17,-1N471B,,,SCOO,8/1/18,3/14/15,404-319-6907,2/1/11,8/22/18,4/26/25,10/15/19,3 6th Terrace,Duluth,Georgia,9/28/92,,M,,,,11/20/06,713-589-3643
Rudiger Skeels,760-24-0800,22,A1C,,OP1CF333,20167,Flor Bahl,Quality Control Specialist,4/3/18,-3S071,,,SGPF,11/17/15,7/29/17,571-247-4180,5/24/00,4/13/18,10/4/23,10/5/23,25889 Grayhawk Street,Sterling,Virginia,7/25/80,,S,8/24/19,,,3/24/06,253-294-5571
Theo Douthwaite,113-93-4697,19,SRA,11/25/19,OP1CFS14,19146,Maris Morcomb,Account Executive,11/30/16,-3S071,,,IMOC,12/28/15,11/12/15,215-309-6215,12/28/04,2/6/18,2/25/22,4/13/20,861 Colorado Alley,Philadelphia,Pennsylvania,7/14/58,,S,,,,6/13/11,512-119-3614
Gilberto Dipple,776-13-9025,26,SMS,6/27/19,OP1CF333,37665,Loreen Terne,Systems Administrator IV,1/22/18,-3D052,,,DOO,4/9/10,9/23/13,423-945-2532,10/26/99,2/16/18,2/25/23,4/28/19,2824 Kingsford Park,Kingsport,Tennessee,6/23/92,,S,7/31/20,,,1/6/14,310-279-0554
Dolli Gullen,483-98-4713,22,TSG,,OP1CF333,50981,Roseann Barrable,Social Worker,3/23/18,-3D190,,,CCE,3/31/12,12/17/13,515-397-5124,1/9/01,7/21/18,3/15/25,2/8/20,39545 Delaware Drive,Des Moines,Iowa,7/26/87,,M,,,,4/13/09,719-414-0156
Mead Komorowski,185-83-6881,17,SMS,,OP1CFT2N,92186,Ardeen Callen,Account Representative IV,6/24/16,-3S071,,,ART,6/19/14,5/21/16,619-236-1964,3/7/01,8/10/18,7/4/23,12/3/24,866 Lakewood Gardens Road,San Diego,California,11/15/96,,M,,,,3/2/18,619-676-7238
Mariette Askem,130-37-5624,14,SSG,1/16/20,OP1CFR72,40524,Randie Conroy,Structural Engineer,1/12/17,-3D190,,,GS,1/28/14,4/26/18,859-994-7285,11/5/01,4/16/18,8/17/23,10/21/24,4 Anhalt Avenue,Lexington,Kentucky,6/5/60,,S,8/30/19,,,10/14/16,785-421-4626
Lorianna Bicknell,271-54-4465,7,TSG,7/21/20,OP1CFNY2,80044,Nichole Fevier,Product Engineer,12/5/15,-1N051,,,IRDP,12/17/07,8/5/18,303-308-2011,2/11/02,9/7/18,4/15/20,8/30/20,64 Comanche Pass,Aurora,Colorado,8/28/67,,S,,,,4/10/17,303-307-4363
Tildy Bohlens,360-18-6289,3,MSG,,OP1CFS14,14639,Thane Taig,Director of Sales,7/30/18,-8H000,,,CCC,4/11/07,12/12/16,585-160-7002,5/12/07,2/22/18,1/10/23,6/13/24,88 Arrowood Point,Rochester,New York,6/30/57,,M,,,,4/19/11,602-608-0929
Jenine Temprell,843-76-1442,13,AMN,1/6/19,OP1CFS14,99599,Emelita Michurin,Research Associate,10/30/18,-1N051,,,IMOC,6/9/15,2/25/14,907-340-1561,10/8/99,1/31/18,8/4/22,5/3/21,9 Packers Point,Anchorage,Alaska,10/3/72,,S,,,,6/14/15,217-425-9315
Mei Dunks,328-66-4774,37,AMN,4/28/22,OP1CFNY2,48335,Vidovic Belliard,Geologist IV,9/16/17,-3D131,,,SCOT,9/18/07,7/2/14,248-841-2925,3/9/08,10/31/18,8/24/24,5/9/25,89 Sunbrook Place,Farmington,Michigan,12/6/52,,S,9/17/20,,,4/27/09,571-768-5827
Dix Street,267-50-4751,17,SMS,,OP1CFS14,92186,Lani Owain,Chief Design Engineer,3/20/18,-3D172,,,DOOE,3/10/09,11/16/12,619-889-9120,3/15/08,1/26/18,4/10/21,6/4/19,8744 Redwing Center,San Diego,California,10/24/85,,M,10/2/19,,,9/22/13,602-524-4594
Estevan Nuccii,338-48-1171,15,AMN,3/24/21,OP1CFS14,28263,Hewe Pavluk,VP Marketing,7/18/16,-3D131,,,SCOO,7/19/15,1/26/15,704-495-1727,9/22/07,6/11/18,8/20/21,2/5/20,13401 Fieldstone Trail,Charlotte,North Carolina,3/26/75,,M,,,,6/6/17,818-874-0634
Demetrius Scroggins,305-04-2775,9,SRA,,OP1CFT2N,28235,Rinaldo Cicchitello,Health Coach I,7/9/17,-3D172,,,SGPF,8/22/11,4/23/17,704-976-2151,9/20/15,3/8/18,4/4/21,9/9/21,674 Scofield Terrace,Charlotte,North Carolina,5/1/90,,S,,,,9/26/13,989-740-8856
Korney Dagger,464-78-7189,7,SRA,,OP1CFR72,36195,Ardisj Muddle,Administrative Officer,1/5/17,-3D190,,,IMOC,12/17/15,7/10/13,334-578-3770,6/10/08,12/23/17,5/1/20,1/25/22,33 7th Street,Montgomery,Alabama,6/15/60,,S,,,,12/7/11,361-642-9031
Cherie Careswell,807-41-9476,35,TSG,4/18/22,OP1CFNY2,33436,Simon Staries,Senior Editor,8/17/17,-2T25,,,ART,1/24/16,5/13/17,561-406-0511,2/21/01,6/29/18,1/9/21,5/8/20,6774 Nevada Place,Boynton Beach,Florida,12/27/73,,M,7/25/19,,,7/13/07,978-929-8555
Kimberly Kalinovich,471-13-2146,31,SRA,,OP1CFNY2,28225,Mathian Giddons,Safety Technician IV,9/29/18,-3D172,,,DOML,8/9/08,7/19/15,704-537-6615,10/17/08,8/27/18,3/31/19,12/18/22,01747 Sugar Terrace,Charlotte,North Carolina,2/20/62,,S,,,,6/25/16,256-885-9139
Domenic Worgen,523-35-9377,31,MSG,,OP1CFNY2,47937,Gabriela Reedyhough,Food Chemist,4/9/16,-3D152,,,IRDP,4/30/12,3/16/17,765-256-3125,12/7/04,6/3/18,6/15/24,8/16/23,40577 Upham Circle,Crawfordsville,Indiana,11/28/77,,M,,,,10/13/14,502-846-2444
Marcie Jolland,737-39-0080,3,AMN,,OP1CFS14,33405,Wynny MacGlory,Social Worker,5/7/17,-1N051,,,SGPF,4/15/13,1/25/13,561-159-3237,7/9/11,9/1/18,2/25/21,9/16/24,809 Mcbride Terrace,West Palm Beach,Florida,7/12/95,,S,,,,4/8/10,907-199-1217
Giulia Petre,357-79-7457,23,TSG,5/19/22,OP1CFS14,94616,Berta Causey,Financial Advisor,5/27/18,-3S071,,,SCOK,12/25/10,10/4/15,415-718-8907,12/14/11,2/14/18,2/13/19,9/7/19,6 School Junction,Oakland,California,8/3/84,,S,7/5/20,,,3/31/06,812-203-9614
Vi Pimme,542-07-5223,38,TSG,5/29/19,OP1CFNY2,30506,Jacquelynn Graser,Geological Engineer,12/26/16,-3D172,,,DOO,2/24/11,3/6/12,404-112-8839,9/2/07,3/16/18,9/30/24,5/5/20,8 Parkside Hill,Gainesville,Georgia,6/18/96,,M,9/17/19,,,12/10/09,864-522-2156
Kat Redmond,554-76-8102,28,SMS,7/15/19,OP1CFT2N,77245,Helenka Ivetts,Geological Engineer,2/21/17,-1N371H,,,DOA-F,10/20/14,4/22/17,713-486-6244,8/3/10,7/31/18,10/20/23,11/1/23,03753 Fair Oaks Avenue,Houston,Texas,3/8/56,,M,3/28/21,,,12/27/10,304-223-1700
Etti Gramer,581-77-5831,16,SMS,1/12/19,OP1CFR72,19151,Sallie Drinkale,Systems Administrator II,1/6/17,-3D052,,,SCOT,8/22/15,3/6/15,610-299-8944,5/22/04,3/11/18,11/6/22,1/16/24,149 Little Fleur Way,Philadelphia,Pennsylvania,12/11/54,,M,5/1/19,,,3/18/10,202-270-9154
Kiri Serchwell,217-88-9332,21,SMS,,OP1CFNY2,24029,Rollie Taylder,Quality Control Specialist,7/6/16,-1N131A,,,DOM,6/27/06,1/11/16,540-125-2755,8/3/97,8/5/18,10/20/21,1/31/23,7 Main Drive,Roanoke,Virginia,11/20/87,,S,,,,10/3/15,909-168-6860
Orin Galvin,669-10-5019,15,TSG,,OP1CFR72,2162,Niven Hendin,Electrical Engineer,6/12/16,-1N471B,,,SCOO,10/20/11,7/11/13,508-422-7509,4/14/11,9/14/18,9/23/19,11/18/21,81 Drewry Court,Newton,Massachusetts,9/18/91,,S,5/27/19,,,12/25/09,814-363-6625
Fiann Kinmond,785-13-6942,34,TSG,,OP1CFR72,77075,Octavia Colpus,Web Designer IV,8/11/16,-1N471B,,,TSD,8/5/12,5/4/18,281-397-3517,2/13/99,11/10/18,7/31/19,2/21/25,6698 La Follette Circle,Houston,Texas,12/13/76,,S,,,,5/7/18,817-688-1615
